sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,"Review: late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.580373,-3.536046,1,False
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,"Review: candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.7886157,-5.096866,1,True
a quiet treasure -- a film to be savored . ,1,"Review: a quiet treasure -- a film to be savored . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.015394,-5.4397564,1,True
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0,"Review: the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7305992,-3.3561409,1,False
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0,"Review: this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.8596084,-2.676312,1,False
teen movies have really hit the skids . ,0,"Review: teen movies have really hit the skids . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1301475,-5.0459685,1,False
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1,"Review: woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.2718735,-6.1436305,1,True
it 's made with deftly unsettling genre flair . ,1,"Review: it 's made with deftly unsettling genre flair . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.669754,-3.618988,1,True
manages to show life in all of its banality when the intention is quite the opposite . ,0,"Review: manages to show life in all of its banality when the intention is quite the opposite . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.342601,-4.886752,1,False
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0,"Review: ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.807289,-4.7200775,1,False
collateral damage finally delivers the goods for schwarzenegger fans . ,1,"Review: collateral damage finally delivers the goods for schwarzenegger fans . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.74403,-4.681095,1,True
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1,"Review: a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6520436,-3.166364,1,True
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,"Review: it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8215303,-3.675397,1,False
will amuse and provoke adventurous adults in specialty venues . ,1,"Review: will amuse and provoke adventurous adults in specialty venues . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7149644,-3.3341432,1,True
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0,"Review: sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5078173,-4.5232515,0,True
but this films lacks the passion required to sell the material . ,0,"Review: but this films lacks the passion required to sell the material . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3168707,-4.227805,1,False
"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ",0,"Review: what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2371683,-4.119073,1,False
there 's a wickedly subversive bent to the best parts of birthday girl . ,1,"Review: there 's a wickedly subversive bent to the best parts of birthday girl . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3200893,-3.203535,1,True
"a better title , for all concerned , might be swept under the rug . ",0,"Review: a better title , for all concerned , might be swept under the rug . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.863001,-5.4374185,1,False
a wildly inconsistent emotional experience . ,0,"Review: a wildly inconsistent emotional experience . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.215516,-5.027566,1,False
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0,"Review: given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7187197,-3.6254733,1,False
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0,"Review: despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6088204,-4.244868,1,False
"an absurdist comedy about alienation , separation and loss . ",0,"Review: an absurdist comedy about alienation , separation and loss . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.709958,-4.4755526,1,False
